fid,cid,PC1,PC2,PC3,PC4,PC5,PC6,percent.mt,sc_ge
HG01785,2983,-0.0835305,0.0647057,0.043122,0.0432942,-0.0428764,0.0347841,0.1303594362986675,0.0
HG01785,2984,-0.0835305,0.0647057,0.043122,0.0432942,-0.0428764,0.0347841,0.5414810089455958,0.0
HG01785,2985,-0.0835305,0.0647057,0.043122,0.0432942,-0.0428764,0.0347841,0.9068480734659544,0.0
HG01785,2986,-0.0835305,0.0647057,0.043122,0.0432942,-0.0428764,0.0347841,0.998736014506706,1.0
HG01785,2987,-0.0835305,0.0647057,0.043122,0.0432942,-0.0428764,0.0347841,0.7147252144925231,0.0
HG01785,2988,-0.0835305,0.0647057,0.043122,0.0432942,-0.0428764,0.0347841,0.5553220288581381,0.0
HG01785,2989,-0.0835305,0.0647057,0.043122,0.0432942,-0.0428764,0.0347841,0.6022836320371476,0.0
HG01785,2990,-0.0835305,0.0647057,0.043122,0.0432942,-0.0428764,0.0347841,0.7191898229847836,0.0
HG01785,2991,-0.0835305,0.0647057,0.043122,0.0432942,-0.0428764,0.0347841,0.2995035704406174,0.0
HG01785,2992,-0.0835305,0.0647057,0.043122,0.0432942,-0.0428764,0.0347841,0.4612822824667673,0.0
HG01785,2993,-0.0835305,0.0647057,0.043122,0.0432942,-0.0428764,0.0347841,0.2991137363574783,0.0
HG01785,2994,-0.0835305,0.0647057,0.043122,0.0432942,-0.0428764,0.0347841,0.3724543222605145,0.0
HG01785,2995,-0.0835305,0.0647057,0.043122,0.0432942,-0.0428764,0.0347841,0.5625667177532637,1.0
HG01785,2996,-0.0835305,0.0647057,0.043122,0.0432942,-0.0428764,0.0347841,0.8006269972952932,1.0
HG01785,2997,-0.0835305,0.0647057,0.043122,0.0432942,-0.0428764,0.0347841,0.4104259666069146,0.0
HG01785,2998,-0.0835305,0.0647057,0.043122,0.0432942,-0.0428764,0.0347841,0.5698739878238894,0.0
HG01785,2999,-0.0835305,0.0647057,0.043122,0.0432942,-0.0428764,0.0347841,0.9672074211657942,0.0
HG01785,3000,-0.0835305,0.0647057,0.043122,0.0432942,-0.0428764,0.0347841,0.2998174904710941,0.0
HG02215,3001,-0.0334996,-0.166664,0.0531433,0.0656982,0.0346214,0.0314092,0.3224878489173151,0.0
HG02215,3002,-0.0334996,-0.166664,0.0531433,0.0656982,0.0346214,0.0314092,0.6179386125511357,1.0
HG02215,3003,-0.0334996,-0.166664,0.0531433,0.0656982,0.0346214,0.0314092,0.8331622735531686,1.0
HG02215,3004,-0.0334996,-0.166664,0.0531433,0.0656982,0.0346214,0.0314092,0.3126520528576317,0.0
HG02215,3005,-0.0334996,-0.166664,0.0531433,0.0656982,0.0346214,0.0314092,0.3877904793037134,0.0
HG02215,3006,-0.0334996,-0.166664,0.0531433,0.0656982,0.0346214,0.0314092,0.0552578808217838,0.0
HG02215,3007,-0.0334996,-0.166664,0.0531433,0.0656982,0.0346214,0.0314092,0.4525523091014659,1.0
HG02215,3008,-0.0334996,-0.166664,0.0531433,0.0656982,0.0346214,0.0314092,0.2557625999478443,0.0
HG02215,3009,-0.0334996,-0.166664,0.0531433,0.0656982,0.0346214,0.0314092,0.2494059260832246,0.0
HG02215,3010,-0.0334996,-0.166664,0.0531433,0.0656982,0.0346214,0.0314092,0.8150500382107772,1.0
HG02215,3011,-0.0334996,-0.166664,0.0531433,0.0656982,0.0346214,0.0314092,0.6620807018446879,0.0
HG02215,3012,-0.0334996,-0.166664,0.0531433,0.0656982,0.0346214,0.0314092,0.4974391688592404,0.0
HG02215,3013,-0.0334996,-0.166664,0.0531433,0.0656982,0.0346214,0.0314092,0.2957226655485199,0.0
HG02215,3014,-0.0334996,-0.166664,0.0531433,0.0656982,0.0346214,0.0314092,0.3999531307706141,1.0
HG02215,3015,-0.0334996,-0.166664,0.0531433,0.0656982,0.0346214,0.0314092,0.2480083660708649,0.0
HG02215,3016,-0.0334996,-0.166664,0.0531433,0.0656982,0.0346214,0.0314092,0.819987205839684,0.0
HG02215,3017,-0.0334996,-0.166664,0.0531433,0.0656982,0.0346214,0.0314092,0.1618986323532543,0.0
HG02215,3018,-0.0334996,-0.166664,0.0531433,0.0656982,0.0346214,0.0314092,0.5619723190878971,0.0
HG02215,3019,-0.0334996,-0.166664,0.0531433,0.0656982,0.0346214,0.0314092,0.3139593449361063,1.0
HG02215,3020,-0.0334996,-0.166664,0.0531433,0.0656982,0.0346214,0.0314092,0.6350206414562997,0.0
HG02215,3021,-0.0334996,-0.166664,0.0531433,0.0656982,0.0346214,0.0314092,0.2958669592946976,0.0
HG02215,3022,-0.0334996,-0.166664,0.0531433,0.0656982,0.0346214,0.0314092,0.9890519276807088,1.0
HG02215,3023,-0.0334996,-0.166664,0.0531433,0.0656982,0.0346214,0.0314092,0.3574185215289848,0.0
HG02215,3024,-0.0334996,-0.166664,0.0531433,0.0656982,0.0346214,0.0314092,0.7951020087882814,0.0
HG02215,3025,-0.0334996,-0.166664,0.0531433,0.0656982,0.0346214,0.0314092,0.3996291119925499,0.0
HG02215,3026,-0.0334996,-0.166664,0.0531433,0.0656982,0.0346214,0.0314092,0.1217466638832114,0.0
HG02215,3027,-0.0334996,-0.166664,0.0531433,0.0656982,0.0346214,0.0314092,0.0793719689991502,0.0
HG02215,3028,-0.0334996,-0.166664,0.0531433,0.0656982,0.0346214,0.0314092,0.1777094221914253,0.0
HG02215,3029,-0.0334996,-0.166664,0.0531433,0.0656982,0.0346214,0.0314092,0.8288568593659495,0.0
HG02215,3030,-0.0334996,-0.166664,0.0531433,0.0656982,0.0346214,0.0314092,0.2211337542553,0.0
HG02215,3031,-0.0334996,-0.166664,0.0531433,0.0656982,0.0346214,0.0314092,0.3691937472663662,0.0
HG02215,3032,-0.0334996,-0.166664,0.0531433,0.0656982,0.0346214,0.0314092,0.5376127988755053,0.0
HG02215,3033,-0.0334996,-0.166664,0.0531433,0.0656982,0.0346214,0.0314092,0.9340224755237851,0.0
HG02215,3034,-0.0334996,-0.166664,0.0531433,0.0656982,0.0346214,0.0314092,0.0014758247308175,0.0
HG02215,3035,-0.0334996,-0.166664,0.0531433,0.0656982,0.0346214,0.0314092,0.9854693769957796,0.0
HG02215,3036,-0.0334996,-0.166664,0.0531433,0.0656982,0.0346214,0.0314092,0.3263344094080405,0.0
HG02215,3037,-0.0334996,-0.166664,0.0531433,0.0656982,0.0346214,0.0314092,0.4483749097219117,0.0
HG02215,3038,-0.0334996,-0.166664,0.0531433,0.0656982,0.0346214,0.0314092,0.8817984023721984,0.0
HG02215,3039,-0.0334996,-0.166664,0.0531433,0.0656982,0.0346214,0.0314092,0.3444901856931018,0.0
HG02215,3040,-0.0334996,-0.166664,0.0531433,0.0656982,0.0346214,0.0314092,0.4662273984891077,0.0
HG02215,3041,-0.0334996,-0.166664,0.0531433,0.0656982,0.0346214,0.0314092,0.8071679090051271,0.0
HG02215,3042,-0.0334996,-0.166664,0.0531433,0.0656982,0.0346214,0.0314092,0.5524283736654627,0.0
HG02215,3043,-0.0334996,-0.166664,0.0531433,0.0656982,0.0346214,0.0314092,0.3520863407408636,0.0
HG02215,3044,-0.0334996,-0.166664,0.0531433,0.0656982,0.0346214,0.0314092,0.2543164506538333,1.0
HG02215,3045,-0.0334996,-0.166664,0.0531433,0.0656982,0.0346214,0.0314092,0.0317916613541522,0.0
HG02215,3046,-0.0334996,-0.166664,0.0531433,0.0656982,0.0346214,0.0314092,0.4919593867305338,0.0
HG02215,3047,-0.0334996,-0.166664,0.0531433,0.0656982,0.0346214,0.0314092,0.5016089042235118,0.0
HG02215,3048,-0.0334996,-0.166664,0.0531433,0.0656982,0.0346214,0.0314092,0.036995680983721,0.0
HG02215,3049,-0.0334996,-0.166664,0.0531433,0.0656982,0.0346214,0.0314092,0.6326846575333149,0.0
HG02215,3050,-0.0334996,-0.166664,0.0531433,0.0656982,0.0346214,0.0314092,0.8972605253171203,0.0
HG02239,3051,-0.067103,0.0966702,0.020019,-0.109488,-0.0673061,0.0148621,0.5496413685256022,0.0
HG02239,3052,-0.067103,0.0966702,0.020019,-0.109488,-0.0673061,0.0148621,0.8797601525746646,0.0
HG02239,3053,-0.067103,0.0966702,0.020019,-0.109488,-0.0673061,0.0148621,0.8102916299967755,0.0
HG02239,3054,-0.067103,0.0966702,0.020019,-0.109488,-0.0673061,0.0148621,0.0841512421508122,0.0
HG02239,3055,-0.067103,0.0966702,0.020019,-0.109488,-0.0673061,0.0148621,0.7960136739323489,0.0
HG02239,3056,-0.067103,0.0966702,0.020019,-0.109488,-0.0673061,0.0148621,0.9632281319099284,1.0
HG02239,3057,-0.067103,0.0966702,0.020019,-0.109488,-0.0673061,0.0148621,0.894710989910577,0.0
HG02239,3058,-0.067103,0.0966702,0.020019,-0.109488,-0.0673061,0.0148621,0.3265534181660697,1.0
HG02239,3059,-0.067103,0.0966702,0.020019,-0.109488,-0.0673061,0.0148621,0.3974660151737259,1.0
HG02239,3060,-0.067103,0.0966702,0.020019,-0.109488,-0.0673061,0.0148621,0.4912341862658418,0.0
HG02239,3061,-0.067103,0.0966702,0.020019,-0.109488,-0.0673061,0.0148621,0.4870137734963933,0.0
HG02239,3062,-0.067103,0.0966702,0.020019,-0.109488,-0.0673061,0.0148621,0.1491818965427568,0.0
HG02239,3063,-0.067103,0.0966702,0.020019,-0.109488,-0.0673061,0.0148621,0.8051812464629408,0.0
HG02239,3064,-0.067103,0.0966702,0.020019,-0.109488,-0.0673061,0.0148621,0.7039775589641611,0.0
HG02239,3065,-0.067103,0.0966702,0.020019,-0.109488,-0.0673061,0.0148621,0.7525228067979047,0.0
HG02239,3066,-0.067103,0.0966702,0.020019,-0.109488,-0.0673061,0.0148621,0.0915950260989031,1.0
HG02239,3067,-0.067103,0.0966702,0.020019,-0.109488,-0.0673061,0.0148621,0.0353412465917782,1.0
HG02239,3068,-0.067103,0.0966702,0.020019,-0.109488,-0.0673061,0.0148621,0.5977541889923715,0.0
HG02239,3069,-0.067103,0.0966702,0.020019,-0.109488,-0.0673061,0.0148621,0.519751270267109,0.0
HG02239,3070,-0.067103,0.0966702,0.020019,-0.109488,-0.0673061,0.0148621,0.8073023612021293,0.0
HG02239,3071,-0.067103,0.0966702,0.020019,-0.109488,-0.0673061,0.0148621,0.9384475268082952,1.0
HG02239,3072,-0.067103,0.0966702,0.020019,-0.109488,-0.0673061,0.0148621,0.2586801080554279,0.0
HG02239,3073,-0.067103,0.0966702,0.020019,-0.109488,-0.0673061,0.0148621,0.1711658712623016,0.0
HG02239,3074,-0.067103,0.0966702,0.020019,-0.109488,-0.0673061,0.0148621,0.4991053218114792,0.0
HG02239,3075,-0.067103,0.0966702,0.020019,-0.109488,-0.0673061,0.0148621,0.2571295258363893,0.0
HG02239,3076,-0.067103,0.0966702,0.020019,-0.109488,-0.0673061,0.0148621,0.9726500393615576,0.0
HG02239,3077,-0.067103,0.0966702,0.020019,-0.109488,-0.0673061,0.0148621,0.6507571117925999,1.0
HG02239,3078,-0.067103,0.0966702,0.020019,-0.109488,-0.0673061,0.0148621,0.3670041601032906,0.0
HG02239,3079,-0.067103,0.0966702,0.020019,-0.109488,-0.0673061,0.0148621,0.0865220254588895,1.0
HG02239,3080,-0.067103,0.0966702,0.020019,-0.109488,-0.0673061,0.0148621,0.1135813846238196,1.0
HG02239,3081,-0.067103,0.0966702,0.020019,-0.109488,-0.0673061,0.0148621,0.094239742451369,0.0
HG02239,3082,-0.067103,0.0966702,0.020019,-0.109488,-0.0673061,0.0148621,0.7772806825306137,0.0
HG02239,3083,-0.067103,0.0966702,0.020019,-0.109488,-0.0673061,0.0148621,0.0391866436963278,0.0
HG02239,3084,-0.067103,0.0966702,0.020019,-0.109488,-0.0673061,0.0148621,0.6248983034244504,0.0
HG02239,3085,-0.067103,0.0966702,0.020019,-0.109488,-0.0673061,0.0148621,0.4921255814870108,0.0
HG02239,3086,-0.067103,0.0966702,0.020019,-0.109488,-0.0673061,0.0148621,0.4026642389956463,0.0
HG02239,3087,-0.067103,0.0966702,0.020019,-0.109488,-0.0673061,0.0148621,0.3775021715461506,1.0
HG02239,3088,-0.067103,0.0966702,0.020019,-0.109488,-0.0673061,0.0148621,0.8430260210259615,0.0
HG02239,3089,-0.067103,0.0966702,0.020019,-0.109488,-0.0673061,0.0148621,0.7838536474595783,0.0
HG02239,3090,-0.067103,0.0966702,0.020019,-0.109488,-0.0673061,0.0148621,0.5179785983027657,0.0
HG02239,3091,-0.067103,0.0966702,0.020019,-0.109488,-0.0673061,0.0148621,0.7618241201376088,0.0
HG02239,3092,-0.067103,0.0966702,0.020019,-0.109488,-0.0673061,0.0148621,0.2721258053491672,0.0
HG02239,3093,-0.067103,0.0966702,0.020019,-0.109488,-0.0673061,0.0148621,0.5646722837128078,0.0
HG02239,3094,-0.067103,0.0966702,0.020019,-0.109488,-0.0673061,0.0148621,0.4161562946702505,1.0
HG02239,3095,-0.067103,0.0966702,0.020019,-0.109488,-0.0673061,0.0148621,0.859425444895854,1.0
HG02239,3096,-0.067103,0.0966702,0.020019,-0.109488,-0.0673061,0.0148621,0.4785777505494496,0.0
HG02239,3097,-0.067103,0.0966702,0.020019,-0.109488,-0.0673061,0.0148621,0.1203220635065694,0.0
HG02239,3098,-0.067103,0.0966702,0.020019,-0.109488,-0.0673061,0.0148621,0.690741362953818,1.0
HG02239,3099,-0.067103,0.0966702,0.020019,-0.109488,-0.0673061,0.0148621,0.8178509085476836,0.0
HG02239,3100,-0.067103,0.0966702,0.020019,-0.109488,-0.0673061,0.0148621,0.4186631182247539,0.0
NA06986,3101,-0.0920515,0.0923333,-0.0699762,-0.106664,0.0352197,0.111829,0.386802819018772,1.0
NA06986,3102,-0.0920515,0.0923333,-0.0699762,-0.106664,0.0352197,0.111829,0.7906871057050322,0.0
NA06986,3103,-0.0920515,0.0923333,-0.0699762,-0.106664,0.0352197,0.111829,0.6863628232121289,1.0
NA06986,3104,-0.0920515,0.0923333,-0.0699762,-0.106664,0.0352197,0.111829,0.1997657776107565,0.0
NA06986,3105,-0.0920515,0.0923333,-0.0699762,-0.106664,0.0352197,0.111829,0.9100636760485732,0.0
NA06986,3106,-0.0920515,0.0923333,-0.0699762,-0.106664,0.0352197,0.111829,0.0481653026685883,0.0
NA06986,3107,-0.0920515,0.0923333,-0.0699762,-0.106664,0.0352197,0.111829,0.6551095355951378,0.0
NA06986,3108,-0.0920515,0.0923333,-0.0699762,-0.106664,0.0352197,0.111829,0.5237786783903529,0.0
NA06986,3109,-0.0920515,0.0923333,-0.0699762,-0.106664,0.0352197,0.111829,0.1451415352829765,0.0
NA06986,3110,-0.0920515,0.0923333,-0.0699762,-0.106664,0.0352197,0.111829,0.0423781464120118,0.0
NA06986,3111,-0.0920515,0.0923333,-0.0699762,-0.106664,0.0352197,0.111829,0.75970822138278,1.0
NA06986,3112,-0.0920515,0.0923333,-0.0699762,-0.106664,0.0352197,0.111829,0.2639979729929358,0.0
NA06986,3113,-0.0920515,0.0923333,-0.0699762,-0.106664,0.0352197,0.111829,0.7942420315126469,1.0
NA06986,3114,-0.0920515,0.0923333,-0.0699762,-0.106664,0.0352197,0.111829,0.2518126206350436,0.0
NA06986,3115,-0.0920515,0.0923333,-0.0699762,-0.106664,0.0352197,0.111829,0.5543136256555297,0.0
NA06986,3116,-0.0920515,0.0923333,-0.0699762,-0.106664,0.0352197,0.111829,0.1269101488126236,0.0
NA06986,3117,-0.0920515,0.0923333,-0.0699762,-0.106664,0.0352197,0.111829,0.1471048977041804,0.0
NA06986,3118,-0.0920515,0.0923333,-0.0699762,-0.106664,0.0352197,0.111829,0.475761394734046,1.0
NA06986,3119,-0.0920515,0.0923333,-0.0699762,-0.106664,0.0352197,0.111829,0.7620251917797842,0.0
NA06986,3120,-0.0920515,0.0923333,-0.0699762,-0.106664,0.0352197,0.111829,0.8377252610632292,0.0
NA06986,3121,-0.0920515,0.0923333,-0.0699762,-0.106664,0.0352197,0.111829,0.9049227311894544,1.0
NA06986,3122,-0.0920515,0.0923333,-0.0699762,-0.106664,0.0352197,0.111829,0.5206402040042939,1.0
NA06986,3123,-0.0920515,0.0923333,-0.0699762,-0.106664,0.0352197,0.111829,0.4138919670404565,0.0
NA06986,3124,-0.0920515,0.0923333,-0.0699762,-0.106664,0.0352197,0.111829,0.673573435020911,0.0
NA06986,3125,-0.0920515,0.0923333,-0.0699762,-0.106664,0.0352197,0.111829,0.6036094429669273,1.0
NA06986,3126,-0.0920515,0.0923333,-0.0699762,-0.106664,0.0352197,0.111829,0.6263676620568867,0.0
NA06986,3127,-0.0920515,0.0923333,-0.0699762,-0.106664,0.0352197,0.111829,0.9024517422974996,1.0
NA06986,3128,-0.0920515,0.0923333,-0.0699762,-0.106664,0.0352197,0.111829,0.1989565279811505,0.0
NA06986,3129,-0.0920515,0.0923333,-0.0699762,-0.106664,0.0352197,0.111829,0.3851198026410126,1.0
NA06986,3130,-0.0920515,0.0923333,-0.0699762,-0.106664,0.0352197,0.111829,0.804945728529839,0.0
NA06986,3131,-0.0920515,0.0923333,-0.0699762,-0.106664,0.0352197,0.111829,0.6145371461876685,0.0
NA06986,3132,-0.0920515,0.0923333,-0.0699762,-0.106664,0.0352197,0.111829,0.7198911336979769,1.0
NA06986,3133,-0.0920515,0.0923333,-0.0699762,-0.106664,0.0352197,0.111829,0.2423457359937422,1.0
NA06986,3134,-0.0920515,0.0923333,-0.0699762,-0.106664,0.0352197,0.111829,0.714091526602019,1.0
NA06986,3135,-0.0920515,0.0923333,-0.0699762,-0.106664,0.0352197,0.111829,0.2469467237166934,0.0
NA06986,3136,-0.0920515,0.0923333,-0.0699762,-0.106664,0.0352197,0.111829,0.7144161492826882,1.0
NA06986,3137,-0.0920515,0.0923333,-0.0699762,-0.106664,0.0352197,0.111829,0.404201595955705,0.0
NA06986,3138,-0.0920515,0.0923333,-0.0699762,-0.106664,0.0352197,0.111829,0.3748194142841849,0.0
NA06986,3139,-0.0920515,0.0923333,-0.0699762,-0.106664,0.0352197,0.111829,0.2094969399704809,1.0
NA06986,3140,-0.0920515,0.0923333,-0.0699762,-0.106664,0.0352197,0.111829,0.157728455235134,1.0
NA06986,3141,-0.0920515,0.0923333,-0.0699762,-0.106664,0.0352197,0.111829,0.6932792792047504,0.0
NA06986,3142,-0.0920515,0.0923333,-0.0699762,-0.106664,0.0352197,0.111829,0.9631380690521106,0.0
NA06986,3143,-0.0920515,0.0923333,-0.0699762,-0.106664,0.0352197,0.111829,0.4182979225966473,0.0
NA06986,3144,-0.0920515,0.0923333,-0.0699762,-0.106664,0.0352197,0.111829,0.1367478856797193,0.0
NA06986,3145,-0.0920515,0.0923333,-0.0699762,-0.106664,0.0352197,0.111829,0.8329236980891646,0.0
NA06986,3146,-0.0920515,0.0923333,-0.0699762,-0.106664,0.0352197,0.111829,0.8606106359978057,1.0
NA06986,3147,-0.0920515,0.0923333,-0.0699762,-0.106664,0.0352197,0.111829,0.4164661027026655,0.0
NA06986,3148,-0.0920515,0.0923333,-0.0699762,-0.106664,0.0352197,0.111829,0.2579359928706146,1.0
NA06986,3149,-0.0920515,0.0923333,-0.0699762,-0.106664,0.0352197,0.111829,0.3258353901888466,1.0
NA06986,3150,-0.0920515,0.0923333,-0.0699762,-0.106664,0.0352197,0.111829,0.4507245731677071,0.0
NA06994,3151,-0.0753484,-0.0128205,-0.0901066,0.115616,0.134931,0.0329246,0.4537520221037141,0.0
NA06994,3152,-0.0753484,-0.0128205,-0.0901066,0.115616,0.134931,0.0329246,0.207700734218482,0.0
NA06994,3153,-0.0753484,-0.0128205,-0.0901066,0.115616,0.134931,0.0329246,0.2768555978816249,0.0
NA06994,3154,-0.0753484,-0.0128205,-0.0901066,0.115616,0.134931,0.0329246,0.7536836288348099,0.0
NA06994,3155,-0.0753484,-0.0128205,-0.0901066,0.115616,0.134931,0.0329246,0.1846133552177553,1.0
NA06994,3156,-0.0753484,-0.0128205,-0.0901066,0.115616,0.134931,0.0329246,0.956359047487669,1.0
NA06994,3157,-0.0753484,-0.0128205,-0.0901066,0.115616,0.134931,0.0329246,0.6578612850940623,0.0
NA06994,3158,-0.0753484,-0.0128205,-0.0901066,0.115616,0.134931,0.0329246,0.4208365001003129,0.0
NA06994,3159,-0.0753484,-0.0128205,-0.0901066,0.115616,0.134931,0.0329246,0.8479407457888813,1.0
NA06994,3160,-0.0753484,-0.0128205,-0.0901066,0.115616,0.134931,0.0329246,0.838305689744768,0.0
NA06994,3161,-0.0753484,-0.0128205,-0.0901066,0.115616,0.134931,0.0329246,0.9127574320983536,0.0
NA06994,3162,-0.0753484,-0.0128205,-0.0901066,0.115616,0.134931,0.0329246,0.8609477394187816,1.0
NA06994,3163,-0.0753484,-0.0128205,-0.0901066,0.115616,0.134931,0.0329246,0.0838058145501262,0.0
NA06994,3164,-0.0753484,-0.0128205,-0.0901066,0.115616,0.134931,0.0329246,0.4818122547233552,0.0
NA06994,3165,-0.0753484,-0.0128205,-0.0901066,0.115616,0.134931,0.0329246,0.596992729762,0.0
NA06994,3166,-0.0753484,-0.0128205,-0.0901066,0.115616,0.134931,0.0329246,0.1138488860704409,0.0
NA06994,3167,-0.0753484,-0.0128205,-0.0901066,0.115616,0.134931,0.0329246,0.5962001812654112,0.0
NA06994,3168,-0.0753484,-0.0128205,-0.0901066,0.115616,0.134931,0.0329246,0.2934410429695463,0.0
NA06994,3169,-0.0753484,-0.0128205,-0.0901066,0.115616,0.134931,0.0329246,0.0477265589067665,0.0
NA06994,3170,-0.0753484,-0.0128205,-0.0901066,0.115616,0.134931,0.0329246,0.6409374919470009,0.0
NA06994,3171,-0.0753484,-0.0128205,-0.0901066,0.115616,0.134931,0.0329246,0.1148252658537061,0.0
NA06994,3172,-0.0753484,-0.0128205,-0.0901066,0.115616,0.134931,0.0329246,0.5707576928055038,0.0
NA06994,3173,-0.0753484,-0.0128205,-0.0901066,0.115616,0.134931,0.0329246,0.9408012718685006,1.0
NA06994,3174,-0.0753484,-0.0128205,-0.0901066,0.115616,0.134931,0.0329246,0.1271905274449122,0.0
NA06994,3175,-0.0753484,-0.0128205,-0.0901066,0.115616,0.134931,0.0329246,0.0857817559799181,0.0
NA06994,3176,-0.0753484,-0.0128205,-0.0901066,0.115616,0.134931,0.0329246,0.1520344076029599,1.0
NA06994,3177,-0.0753484,-0.0128205,-0.0901066,0.115616,0.134931,0.0329246,0.5119531497206912,0.0
NA06994,3178,-0.0753484,-0.0128205,-0.0901066,0.115616,0.134931,0.0329246,0.8100004659885028,0.0
NA06994,3179,-0.0753484,-0.0128205,-0.0901066,0.115616,0.134931,0.0329246,0.7217356929083829,1.0
NA06994,3180,-0.0753484,-0.0128205,-0.0901066,0.115616,0.134931,0.0329246,0.8918096165224566,1.0
NA06994,3181,-0.0753484,-0.0128205,-0.0901066,0.115616,0.134931,0.0329246,0.5798336377579975,0.0
NA06994,3182,-0.0753484,-0.0128205,-0.0901066,0.115616,0.134931,0.0329246,0.2917744756464826,1.0
NA06994,3183,-0.0753484,-0.0128205,-0.0901066,0.115616,0.134931,0.0329246,0.6725142732199109,0.0
NA06994,3184,-0.0753484,-0.0128205,-0.0901066,0.115616,0.134931,0.0329246,0.251272587125249,0.0
NA06994,3185,-0.0753484,-0.0128205,-0.0901066,0.115616,0.134931,0.0329246,0.9051077570178792,1.0
NA06994,3186,-0.0753484,-0.0128205,-0.0901066,0.115616,0.134931,0.0329246,0.6841562710911525,1.0
NA06994,3187,-0.0753484,-0.0128205,-0.0901066,0.115616,0.134931,0.0329246,0.4588460079017128,0.0
NA06994,3188,-0.0753484,-0.0128205,-0.0901066,0.115616,0.134931,0.0329246,0.9143035800253004,0.0
NA06994,3189,-0.0753484,-0.0128205,-0.0901066,0.115616,0.134931,0.0329246,0.982126989614111,1.0
NA06994,3190,-0.0753484,-0.0128205,-0.0901066,0.115616,0.134931,0.0329246,0.459677078973824,0.0
NA06994,3191,-0.0753484,-0.0128205,-0.0901066,0.115616,0.134931,0.0329246,0.6629332153441071,1.0
NA06994,3192,-0.0753484,-0.0128205,-0.0901066,0.115616,0.134931,0.0329246,0.8369084650251377,0.0
NA06994,3193,-0.0753484,-0.0128205,-0.0901066,0.115616,0.134931,0.0329246,0.8661569276411718,0.0
NA06994,3194,-0.0753484,-0.0128205,-0.0901066,0.115616,0.134931,0.0329246,0.798722236843629,0.0
NA06994,3195,-0.0753484,-0.0128205,-0.0901066,0.115616,0.134931,0.0329246,0.485167616029306,1.0
NA06994,3196,-0.0753484,-0.0128205,-0.0901066,0.115616,0.134931,0.0329246,0.4538550516689316,0.0
NA06994,3197,-0.0753484,-0.0128205,-0.0901066,0.115616,0.134931,0.0329246,0.3869882683967937,0.0
NA06994,3198,-0.0753484,-0.0128205,-0.0901066,0.115616,0.134931,0.0329246,0.9822358175070688,1.0
NA06994,3199,-0.0753484,-0.0128205,-0.0901066,0.115616,0.134931,0.0329246,0.6529494982996242,0.0
NA06994,3200,-0.0753484,-0.0128205,-0.0901066,0.115616,0.134931,0.0329246,0.1382749844261317,0.0
NA07357,3201,0.240723,-0.016191,0.0865395,-0.0537512,-0.0165444,-0.189756,0.7964696185658798,0.0
NA07357,3202,0.240723,-0.016191,0.0865395,-0.0537512,-0.0165444,-0.189756,0.1978941359604238,0.0
NA07357,3203,0.240723,-0.016191,0.0865395,-0.0537512,-0.0165444,-0.189756,0.7006964927729941,0.0
NA07357,3204,0.240723,-0.016191,0.0865395,-0.0537512,-0.0165444,-0.189756,0.7098372481414453,1.0
NA07357,3205,0.240723,-0.016191,0.0865395,-0.0537512,-0.0165444,-0.189756,0.2534448094192626,0.0
NA07357,3206,0.240723,-0.016191,0.0865395,-0.0537512,-0.0165444,-0.189756,0.4735161502910047,0.0
NA07357,3207,0.240723,-0.016191,0.0865395,-0.0537512,-0.0165444,-0.189756,0.6247937873895592,0.0
NA07357,3208,0.240723,-0.016191,0.0865395,-0.0537512,-0.0165444,-0.189756,0.2936952458256339,1.0
NA07357,3209,0.240723,-0.016191,0.0865395,-0.0537512,-0.0165444,-0.189756,0.0995857060172783,1.0
NA07357,3210,0.240723,-0.016191,0.0865395,-0.0537512,-0.0165444,-0.189756,0.9184811359129812,0.0
NA07357,3211,0.240723,-0.016191,0.0865395,-0.0537512,-0.0165444,-0.189756,0.4322986086751107,3.0
NA07357,3212,0.240723,-0.016191,0.0865395,-0.0537512,-0.0165444,-0.189756,0.924137102143276,0.0
NA07357,3213,0.240723,-0.016191,0.0865395,-0.0537512,-0.0165444,-0.189756,0.7446182865334089,3.0
NA07357,3214,0.240723,-0.016191,0.0865395,-0.0537512,-0.0165444,-0.189756,0.3004359759213281,0.0
NA07357,3215,0.240723,-0.016191,0.0865395,-0.0537512,-0.0165444,-0.189756,0.3363264503034053,0.0
NA07357,3216,0.240723,-0.016191,0.0865395,-0.0537512,-0.0165444,-0.189756,0.1545326262690635,0.0
NA07357,3217,0.240723,-0.016191,0.0865395,-0.0537512,-0.0165444,-0.189756,0.2790580940917595,3.0
NA07357,3218,0.240723,-0.016191,0.0865395,-0.0537512,-0.0165444,-0.189756,0.5491553317953033,1.0
NA07357,3219,0.240723,-0.016191,0.0865395,-0.0537512,-0.0165444,-0.189756,0.1463297300828827,0.0
NA07357,3220,0.240723,-0.016191,0.0865395,-0.0537512,-0.0165444,-0.189756,0.6733109788238214,0.0
NA07357,3221,0.240723,-0.016191,0.0865395,-0.0537512,-0.0165444,-0.189756,0.5166355413136768,1.0
NA07357,3222,0.240723,-0.016191,0.0865395,-0.0537512,-0.0165444,-0.189756,0.9687339274507006,0.0
NA07357,3223,0.240723,-0.016191,0.0865395,-0.0537512,-0.0165444,-0.189756,0.8702689260837944,1.0
NA07357,3224,0.240723,-0.016191,0.0865395,-0.0537512,-0.0165444,-0.189756,0.8267446743422742,1.0
