fid,iid,cid,PC1,PC2,PC3,PC4,PC5,PC6,percent.mt,CDC37
HG00334,HG00334,2956,0.0930798,0.0117403,0.0728376,-0.12399,-0.000393564,0.036411,0.4352756162296113,0.0
HG00306,HG00306,2957,0.0471372,-0.213574,-0.0108543,0.123529,-0.171049,-0.00950166,0.5157584495964375,1.0
HG01619,HG01619,2958,-0.0507085,-0.0471243,0.0831343,-0.176431,-0.0129744,0.0695195,0.067322220375262,0.0
NA20515,NA20515,2959,-0.0407623,-0.151595,0.122369,-0.101398,-0.0282697,-0.0777949,0.8782202453953134,0.0
HG00149,HG00149,2960,-0.0854448,0.113881,0.0392969,-0.00987574,0.0650653,-0.0853253,0.3586666456175597,0.0
NA12282,NA12282,2961,-0.0689231,0.112057,0.0689753,-0.120515,-0.0528392,0.0452239,0.8834914602965437,1.0
NA20767,NA20767,2962,0.0473759,-0.0643776,-0.0161766,-0.238835,-0.195075,-0.0915127,0.0112990337799497,0.0
HG01615,HG01615,2963,-0.077007,0.0942175,0.00732509,-0.0569762,-0.103013,0.0928592,0.5113953709945466,0.0
HG00373,HG00373,2964,-0.0546293,-0.0768373,-0.114226,0.043957,0.180217,-0.166841,0.2210599831278636,0.0
HG00129,HG00129,2965,-0.0485976,-0.00237654,0.086968,-0.108024,0.00436165,-0.0286327,0.4782202756814404,2.0
HG00105,HG00105,2966,-0.046003,-0.0489659,-0.0383098,-0.0214254,-0.00719964,-0.050519,0.2222896704982279,0.0
NA20525,NA20525,2967,-0.0604244,-0.146875,0.0497016,0.169142,0.0318099,0.0778058,0.2790433223366906,1.0
NA12830,NA12830,2968,-0.076611,0.178561,0.0489977,-0.0399268,-0.0109122,-0.0855241,0.0996068057278812,0.0
HG01632,HG01632,2969,-0.0531314,-0.0203435,-0.0947652,-0.18987,0.0475628,0.0545391,0.2023683895604234,0.0
NA20506,NA20506,2970,-0.0349814,-0.114181,0.115726,-0.0489657,0.0491253,-0.0383884,0.7384364618486411,0.0
HG00183,HG00183,2971,0.0390293,0.0493622,-0.283514,0.088995,-0.0557012,-0.271591,0.3821475393453293,0.0
HG01746,HG01746,2972,0.16932,-0.0605708,-0.172988,-0.0249108,0.0631046,-0.360374,0.260451386698429,1.0
HG00371,HG00371,2973,0.279181,0.0181408,0.0292064,0.00501127,0.19155,0.284802,0.6327658382154361,0.0
HG00243,HG00243,2974,-0.0168739,0.0768952,-0.00292851,-0.0261252,-0.044684,0.100262,0.6399293336306865,0.0
NA20752,NA20752,2975,-0.0589119,0.000330428,-0.127867,0.126514,-0.0160082,0.0971169,0.2254513987961746,0.0
HG01630,HG01630,2976,-0.0463429,-0.0514446,0.0167619,0.186189,-0.034876,-0.000161664,0.0531705756367969,1.0
HG00128,HG00128,2977,0.0133757,0.1357,-0.0413486,-0.150738,-0.0462387,0.0636872,0.2678800123753357,1.0
HG01518,HG01518,2978,0.00838976,0.0732582,0.116506,0.0385673,0.0729714,0.0457922,0.6985830949753864,0.0
HG00335,HG00335,2979,-0.0696134,0.116788,0.0576217,0.00498598,0.0176672,-0.0125792,0.4277604247584031,1.0
NA11831,NA11831,2980,-0.0544425,-0.044699,0.0587276,0.153569,-0.0922498,0.041876,0.8436020907924361,0.0
HG01680,HG01680,2981,-0.0325225,-0.0322554,-0.0271042,0.0569523,-0.140193,0.0208776,0.2592445479896101,0.0
HG02215,HG02215,2982,-0.0334996,-0.166664,0.0531433,0.0656982,0.0346214,0.0314092,0.8972605253171203,0.0
NA12717,NA12717,2983,-0.0517463,-0.101771,0.0393673,0.0851803,-0.0545942,0.104938,0.8955580297071125,1.0
NA20815,NA20815,2984,0.213486,-0.00425593,-0.16849,-0.000945029,-0.115203,0.087417,0.4580330092235958,0.0
HG00350,HG00350,2985,-0.0438771,-0.090341,0.0601135,0.00485814,-0.113182,0.0286259,0.6935551562014098,0.0
HG00373,HG00373,2986,-0.0546293,-0.0768373,-0.114226,0.043957,0.180217,-0.166841,0.9538911890467484,0.0
NA20527,NA20527,2987,-0.0535579,-0.130478,0.0903802,0.185125,0.0194621,-0.0440233,0.064014467211082,0.0
HG01679,HG01679,2988,0.12125,0.0567451,-0.013786,0.015252,0.249288,-0.0552859,0.84971077253191,0.0
HG00335,HG00335,2989,-0.0696134,0.116788,0.0576217,0.00498598,0.0176672,-0.0125792,0.2644569707141102,0.0
HG00235,HG00235,2990,0.0702569,0.0543347,-0.210826,0.0834999,-0.285695,-0.195144,0.8725183251327662,0.0
HG01521,HG01521,2991,-0.0350089,-0.0477871,0.0565616,-0.123681,0.0320267,-0.118881,0.375121680750709,0.0
HG00337,HG00337,2992,0.130059,-0.167487,0.0361777,-0.157907,0.0120185,0.0597766,0.986811660353835,0.0
HG00111,HG00111,2993,-0.0167236,-0.044247,0.0953901,-0.162347,0.123577,-0.145526,0.0014465537522495,1.0
HG01700,HG01700,2994,-0.080625,-0.0932277,-0.303972,-0.0140706,0.256449,-0.0508315,0.4368539563782319,1.0
NA20800,NA20800,2995,-0.0581381,0.0681006,-0.107146,0.0384945,0.0477333,-0.0850277,0.526950773919548,0.0
HG00271,HG00271,2996,0.0110848,0.0276034,-0.0125053,0.177449,-0.210184,0.0173064,0.5235577239708323,1.0
HG01680,HG01680,2997,-0.0325225,-0.0322554,-0.0271042,0.0569523,-0.140193,0.0208776,0.4992546492337473,0.0
HG00107,HG00107,2998,0.166713,-0.0361151,0.123985,0.17223,0.103473,-0.0464029,0.8324695229577441,0.0
NA12761,NA12761,2999,-0.0721329,0.0635604,0.112819,-3.41985e-05,-0.00318633,-0.0396784,0.9001580631146031,0.0
HG00129,HG00129,3000,-0.0485976,-0.00237654,0.086968,-0.108024,0.00436165,-0.0286327,0.4419882017728282,2.0
NA20832,NA20832,3001,0.0156503,-0.0859207,-0.368896,0.0170902,0.111468,0.096163,0.958381191694942,0.0
HG00373,HG00373,3002,-0.0546293,-0.0768373,-0.114226,0.043957,0.180217,-0.166841,0.6500380479539238,0.0
NA20800,NA20800,3003,-0.0581381,0.0681006,-0.107146,0.0384945,0.0477333,-0.0850277,0.4234607750904788,0.0
HG00361,HG00361,3004,-0.0115588,-0.0778735,0.00329085,0.00198179,-0.0771276,0.152914,0.281062974671465,0.0
NA20767,NA20767,3005,0.0473759,-0.0643776,-0.0161766,-0.238835,-0.195075,-0.0915127,0.3393153956807824,0.0
HG01697,HG01697,3006,0.0477548,-0.19984,0.0157704,0.108891,-0.170609,-0.0180724,0.730275019822529,0.0
HG00128,HG00128,3007,0.0133757,0.1357,-0.0413486,-0.150738,-0.0462387,0.0636872,0.3425676500265104,1.0
HG00310,HG00310,3008,-0.0923398,0.129945,0.0317511,0.0836995,-0.0820364,0.0789914,0.990196273726554,1.0
HG01694,HG01694,3009,0.23687,-0.0583204,-0.0790984,0.0770998,-0.0200624,0.0370989,0.3856662948044457,0.0
HG00350,HG00350,3010,-0.0438771,-0.090341,0.0601135,0.00485814,-0.113182,0.0286259,0.391308998736848,0.0
HG01521,HG01521,3011,-0.0350089,-0.0477871,0.0565616,-0.123681,0.0320267,-0.118881,0.8622239936720906,0.0
HG00373,HG00373,3012,-0.0546293,-0.0768373,-0.114226,0.043957,0.180217,-0.166841,0.2333576585089964,0.0
NA12761,NA12761,3013,-0.0721329,0.0635604,0.112819,-3.41985e-05,-0.00318633,-0.0396784,0.7825173922148392,2.0
NA20812,NA20812,3014,-0.0490135,0.0341235,-0.122448,-0.121843,0.133749,-0.0561693,0.0448202409677195,0.0
HG00107,HG00107,3015,0.166713,-0.0361151,0.123985,0.17223,0.103473,-0.0464029,0.6976766707648917,0.0
NA20752,NA20752,3016,-0.0589119,0.000330428,-0.127867,0.126514,-0.0160082,0.0971169,0.5124802768598876,1.0
HG00129,HG00129,3017,-0.0485976,-0.00237654,0.086968,-0.108024,0.00436165,-0.0286327,0.4390312544233394,1.0
HG00361,HG00361,3018,-0.0115588,-0.0778735,0.00329085,0.00198179,-0.0771276,0.152914,0.6454307922809258,0.0
HG00334,HG00334,3019,0.0930798,0.0117403,0.0728376,-0.12399,-0.000393564,0.036411,0.4590091715499258,0.0
NA20515,NA20515,3020,-0.0407623,-0.151595,0.122369,-0.101398,-0.0282697,-0.0777949,0.9875861815059824,0.0
HG01678,HG01678,3021,-0.0569931,-0.0415254,0.0622392,-0.0242724,-0.0817304,0.00388884,0.4487160427658964,1.0
HG00285,HG00285,3022,0.0691834,-0.0880445,0.0973072,0.144263,0.196017,0.0639145,0.4424282764234876,0.0
HG00308,HG00308,3023,-0.0817021,0.0931623,-0.112903,0.0716068,-0.00341533,0.164967,0.5689173493252638,0.0
HG00149,HG00149,3024,-0.0854448,0.113881,0.0392969,-0.00987574,0.0650653,-0.0853253,0.6950086356618432,0.0
HG00105,HG00105,3025,-0.046003,-0.0489659,-0.0383098,-0.0214254,-0.00719964,-0.050519,0.9947013404700384,0.0
HG00129,HG00129,3026,-0.0485976,-0.00237654,0.086968,-0.108024,0.00436165,-0.0286327,0.0497717988937022,0.0
HG00285,HG00285,3027,0.0691834,-0.0880445,0.0973072,0.144263,0.196017,0.0639145,0.5693151328208973,3.0
NA11994,NA11994,3028,-0.0859042,0.013716,-0.0115337,0.094445,0.0541684,0.0293255,0.2557523200207685,1.0
HG00334,HG00334,3029,0.0930798,0.0117403,0.0728376,-0.12399,-0.000393564,0.036411,0.7157467476154857,1.0
HG00105,HG00105,3030,-0.046003,-0.0489659,-0.0383098,-0.0214254,-0.00719964,-0.050519,0.1997153475744275,0.0
HG01694,HG01694,3031,0.23687,-0.0583204,-0.0790984,0.0770998,-0.0200624,0.0370989,0.2620003568163415,0.0
NA11994,NA11994,3032,-0.0859042,0.013716,-0.0115337,0.094445,0.0541684,0.0293255,0.6387615383615319,0.0
HG00185,HG00185,3033,-0.072628,-0.0267712,0.0185884,0.0354522,0.139574,-0.172012,0.1403827447106438,1.0
NA11892,NA11892,3034,-0.02721,0.00699779,0.0682383,0.0874065,-0.0778205,-0.0551543,0.5466500527043971,0.0
HG01625,HG01625,3035,-0.0427423,-0.106628,0.0379249,-0.0258646,0.00684457,-0.114104,0.5308642740064009,0.0
NA12286,NA12286,3036,-0.0349643,0.0405583,0.0913459,0.0372232,0.110179,-0.0444328,0.2751672245887815,0.0
HG02215,HG02215,3037,-0.0334996,-0.166664,0.0531433,0.0656982,0.0346214,0.0314092,0.8972605253171203,0.0
HG00306,HG00306,3038,0.0471372,-0.213574,-0.0108543,0.123529,-0.171049,-0.00950166,0.2526559598167536,1.0
HG00379,HG00379,3039,-0.0550815,0.00508993,0.0246167,0.0694473,-0.0409467,0.0480571,0.1117218719038534,0.0
HG01632,HG01632,3040,-0.0531314,-0.0203435,-0.0947652,-0.18987,0.0475628,0.0545391,0.3255417222246676,0.0
HG01700,HG01700,3041,-0.080625,-0.0932277,-0.303972,-0.0140706,0.256449,-0.0508315,0.6092923871122107,1.0
HG00112,HG00112,3042,-0.0649857,-0.0721975,0.0930989,0.096849,0.102201,-0.0109156,0.9451490049095714,0.0
NA12342,NA12342,3043,-0.0918455,-0.0227421,-0.1557,-0.0499163,0.092139,0.0714606,0.0315322492518476,0.0
HG00243,HG00243,3044,-0.0168739,0.0768952,-0.00292851,-0.0261252,-0.044684,0.100262,0.4156814940372684,0.0
NA20767,NA20767,3045,0.0473759,-0.0643776,-0.0161766,-0.238835,-0.195075,-0.0915127,0.4557695241228567,0.0
NA12775,NA12775,3046,-0.0619432,-0.075063,0.0902924,0.082639,0.1048,-0.0613434,0.3282976087552753,1.0
HG01615,HG01615,3047,-0.077007,0.0942175,0.00732509,-0.0569762,-0.103013,0.0928592,0.9345546183377778,0.0
HG01516,HG01516,3048,0.275368,-0.0250241,-0.0207564,-0.101836,-0.114255,0.123375,0.3780043627324457,1.0
NA12144,NA12144,3049,-0.0628382,0.0463128,-0.0579183,-0.00188508,-0.0479053,0.145789,0.7057001370915335,0.0
HG01672,HG01672,3050,-0.0699655,0.170832,-0.0718179,-0.0290519,-0.0125329,-0.00397694,0.1767766313703282,0.0
NA11995,NA11995,3051,0.0145378,-0.193289,0.0523685,-0.156135,-0.0432029,0.113223,0.2639163131926637,1.0
HG00244,HG00244,3052,-0.0673212,0.0153288,0.104511,0.00960455,0.0934578,-0.142927,0.7897381718442914,0.0
NA20812,NA20812,3053,-0.0490135,0.0341235,-0.122448,-0.121843,0.133749,-0.0561693,0.4657197475875575,1.0
NA20832,NA20832,3054,0.0156503,-0.0859207,-0.368896,0.0170902,0.111468,0.096163,0.3341972906973252,0.0
HG00373,HG00373,3055,-0.0546293,-0.0768373,-0.114226,0.043957,0.180217,-0.166841,0.084550499649176,0.0
NA11840,NA11840,3056,-0.0724317,0.12983,0.0917499,-0.0542542,-0.0543718,-0.0639938,0.8397074937114724,0.0
HG00119,HG00119,3057,0.0221989,-0.0245169,0.032194,-0.000922455,-0.0802616,0.0225189,0.2670430530933698,0.0
HG00337,HG00337,3058,0.130059,-0.167487,0.0361777,-0.157907,0.0120185,0.0597766,0.4585609530736647,0.0
NA11840,NA11840,3059,-0.0724317,0.12983,0.0917499,-0.0542542,-0.0543718,-0.0639938,0.5798224512997494,2.0
HG00149,HG00149,3060,-0.0854448,0.113881,0.0392969,-0.00987574,0.0650653,-0.0853253,0.1382083466717771,0.0
NA12717,NA12717,3061,-0.0517463,-0.101771,0.0393673,0.0851803,-0.0545942,0.104938,0.1980114663509806,1.0
HG00111,HG00111,3062,-0.0167236,-0.044247,0.0953901,-0.162347,0.123577,-0.145526,0.5105468568829488,0.0
NA12775,NA12775,3063,-0.0619432,-0.075063,0.0902924,0.082639,0.1048,-0.0613434,0.514682020694885,1.0
HG01619,HG01619,3064,-0.0507085,-0.0471243,0.0831343,-0.176431,-0.0129744,0.0695195,0.7787943851649365,1.0
HG01781,HG01781,3065,0.199429,-0.0480964,0.136584,-0.139517,0.116816,-0.020169,0.95097707467427,0.0
HG01630,HG01630,3066,-0.0463429,-0.0514446,0.0167619,0.186189,-0.034876,-0.000161664,0.7748695965601557,1.0
HG01766,HG01766,3067,-0.0171831,-0.142198,-0.204733,-0.10007,0.039118,0.195759,0.939647138031499,0.0
HG00257,HG00257,3068,0.226051,0.178814,-0.0190135,0.104823,-0.135627,-0.00680127,0.4230854119221171,0.0
HG02239,HG02239,3069,-0.067103,0.0966702,0.020019,-0.109488,-0.0673061,0.0148621,0.7960136739323489,0.0
NA20514,NA20514,3070,0.175195,0.0122437,-0.0332475,0.0776564,0.0712866,-0.0487785,0.141115433063485,0.0
NA07357,NA07357,3071,0.240723,-0.016191,0.0865395,-0.0537512,-0.0165444,-0.189756,0.9687339274507006,0.0
HG01694,HG01694,3072,0.23687,-0.0583204,-0.0790984,0.0770998,-0.0200624,0.0370989,0.5293692513729635,1.0
NA11920,NA11920,3073,0.154122,-0.0142864,0.0476777,0.0931472,0.05589,0.0874918,0.0963031169374371,1.0
NA12775,NA12775,3074,-0.0619432,-0.075063,0.0902924,0.082639,0.1048,-0.0613434,0.1131209714337689,0.0
HG01785,HG01785,3075,-0.0835305,0.0647057,0.043122,0.0432942,-0.0428764,0.0347841,0.9899796867784167,0.0
HG02239,HG02239,3076,-0.067103,0.0966702,0.020019,-0.109488,-0.0673061,0.0148621,0.6507571117925999,1.0
NA11994,NA11994,3077,-0.0859042,0.013716,-0.0115337,0.094445,0.0541684,0.0293255,0.3740745460184771,0.0
HG00128,HG00128,3078,0.0133757,0.1357,-0.0413486,-0.150738,-0.0462387,0.0636872,0.1842069070507757,0.0
NA11831,NA11831,3079,-0.0544425,-0.044699,0.0587276,0.153569,-0.0922498,0.041876,0.0296349649440691,0.0
HG00173,HG00173,3080,-0.0547659,-0.121379,-0.00686053,-0.104077,0.00537518,0.146382,0.1808667347585156,1.0
NA20815,NA20815,3081,0.213486,-0.00425593,-0.16849,-0.000945029,-0.115203,0.087417,0.3675498203950729,0.0
HG00350,HG00350,3082,-0.0438771,-0.090341,0.0601135,0.00485814,-0.113182,0.0286259,0.6887127388416623,3.0
NA20587,NA20587,3083,-0.0655376,-0.0169823,-0.205379,-0.0807323,0.0621147,0.0205377,0.297463037215438,1.0
NA20514,NA20514,3084,0.175195,0.0122437,-0.0332475,0.0776564,0.0712866,-0.0487785,0.1403205724918917,1.0
HG00373,HG00373,3085,-0.0546293,-0.0768373,-0.114226,0.043957,0.180217,-0.166841,0.9922799721652172,0.0
HG00366,HG00366,3086,-0.0667231,-0.0450772,-0.0374235,0.152762,0.112587,-0.0854718,0.4712719127603294,0.0
HG02215,HG02215,3087,-0.0334996,-0.166664,0.0531433,0.0656982,0.0346214,0.0314092,0.3263344094080405,0.0
NA12717,NA12717,3088,-0.0517463,-0.101771,0.0393673,0.0851803,-0.0545942,0.104938,0.0233670639392254,2.0
NA06994,NA06994,3089,-0.0753484,-0.0128205,-0.0901066,0.115616,0.134931,0.0329246,0.9822358175070688,1.0
NA20514,NA20514,3090,0.175195,0.0122437,-0.0332475,0.0776564,0.0712866,-0.0487785,0.6824385842098059,0.0
NA20507,NA20507,3091,-0.0817298,0.149318,0.0462333,-0.0325454,0.000331279,-0.0731193,0.2647112503377243,0.0
NA12342,NA12342,3092,-0.0918455,-0.0227421,-0.1557,-0.0499163,0.092139,0.0714606,0.7391481193248576,0.0
NA20527,NA20527,3093,-0.0535579,-0.130478,0.0903802,0.185125,0.0194621,-0.0440233,0.4845494339731764,1.0
HG00285,HG00285,3094,0.0691834,-0.0880445,0.0973072,0.144263,0.196017,0.0639145,0.2159552078695155,0.0
HG00185,HG00185,3095,-0.072628,-0.0267712,0.0185884,0.0354522,0.139574,-0.172012,0.4942148220636305,0.0
HG00183,HG00183,3096,0.0390293,0.0493622,-0.283514,0.088995,-0.0557012,-0.271591,0.3868116382725152,1.0
NA11933,NA11933,3097,-0.0902288,0.110925,-0.0501546,0.0727031,0.0160781,0.110045,0.8065989707797743,1.0
HG00371,HG00371,3098,0.279181,0.0181408,0.0292064,0.00501127,0.19155,0.284802,0.6327658382154361,0.0
HG00335,HG00335,3099,-0.0696134,0.116788,0.0576217,0.00498598,0.0176672,-0.0125792,0.4804672949493032,0.0
HG00128,HG00128,3100,0.0133757,0.1357,-0.0413486,-0.150738,-0.0462387,0.0636872,0.6119994572302467,0.0
HG00235,HG00235,3101,0.0702569,0.0543347,-0.210826,0.0834999,-0.285695,-0.195144,0.8831473074865747,0.0
NA12775,NA12775,3102,-0.0619432,-0.075063,0.0902924,0.082639,0.1048,-0.0613434,0.7371786257818396,0.0
HG01615,HG01615,3103,-0.077007,0.0942175,0.00732509,-0.0569762,-0.103013,0.0928592,0.8145590344877045,0.0
NA20514,NA20514,3104,0.175195,0.0122437,-0.0332475,0.0776564,0.0712866,-0.0487785,0.9410726375408208,1.0
HG00235,HG00235,3105,0.0702569,0.0543347,-0.210826,0.0834999,-0.285695,-0.195144,0.2966716747968193,0.0
HG01700,HG01700,3106,-0.080625,-0.0932277,-0.303972,-0.0140706,0.256449,-0.0508315,0.6608363619494168,0.0
HG00335,HG00335,3107,-0.0696134,0.116788,0.0576217,0.00498598,0.0176672,-0.0125792,0.9464571969791418,0.0
HG00111,HG00111,3108,-0.0167236,-0.044247,0.0953901,-0.162347,0.123577,-0.145526,0.3553722161283558,1.0
NA12144,NA12144,3109,-0.0628382,0.0463128,-0.0579183,-0.00188508,-0.0479053,0.145789,0.8213889920197511,2.0
HG00260,HG00260,3110,0.157644,0.235508,0.0556165,0.0111107,-0.000892953,-0.0152822,0.1777807968790355,0.0
HG01619,HG01619,3111,-0.0507085,-0.0471243,0.0831343,-0.176431,-0.0129744,0.0695195,0.4433901189102515,1.0
HG00243,HG00243,3112,-0.0168739,0.0768952,-0.00292851,-0.0261252,-0.044684,0.100262,0.7070566601742296,0.0
HG01757,HG01757,3113,0.0166321,0.19066,0.0411253,-0.0180006,0.010614,-0.0325474,0.0251864945125736,0.0
HG00366,HG00366,3114,-0.0667231,-0.0450772,-0.0374235,0.152762,0.112587,-0.0854718,0.9955566837971164,1.0
HG01694,HG01694,3115,0.23687,-0.0583204,-0.0790984,0.0770998,-0.0200624,0.0370989,0.4747155406040126,0.0
HG00243,HG00243,3116,-0.0168739,0.0768952,-0.00292851,-0.0261252,-0.044684,0.100262,0.1999392526179455,0.0
NA12830,NA12830,3117,-0.076611,0.178561,0.0489977,-0.0399268,-0.0109122,-0.0855241,0.8221561522567212,0.0
NA12006,NA12006,3118,-0.0724132,0.163063,0.0619221,-0.0503014,-0.0148985,-0.0233177,0.5080759656353787,0.0
NA20812,NA20812,3119,-0.0490135,0.0341235,-0.122448,-0.121843,0.133749,-0.0561693,0.6559905922662472,0.0
NA20587,NA20587,3120,-0.0655376,-0.0169823,-0.205379,-0.0807323,0.0621147,0.0205377,0.3390553339570307,0.0
HG01678,HG01678,3121,-0.0569931,-0.0415254,0.0622392,-0.0242724,-0.0817304,0.00388884,0.624322664342773,1.0
NA12282,NA12282,3122,-0.0689231,0.112057,0.0689753,-0.120515,-0.0528392,0.0452239,0.0754279028107782,1.0
HG00244,HG00244,3123,-0.0673212,0.0153288,0.104511,0.00960455,0.0934578,-0.142927,0.889354539769127,0.0
NA12761,NA12761,3124,-0.0721329,0.0635604,0.112819,-3.41985e-05,-0.00318633,-0.0396784,0.9718256077067882,0.0
HG00260,HG00260,3125,0.157644,0.235508,0.0556165,0.0111107,-0.000892953,-0.0152822,0.1019470678659265,0.0
NA12878,NA12878,3126,-0.0532884,-0.0974422,0.125766,0.0232287,0.0138927,-0.011828,0.245552886547047,0.0
NA20531,NA20531,3127,-0.0383943,0.0448953,-0.21774,-0.0823379,-0.0598276,0.0214,0.7520157146459144,0.0
NA11994,NA11994,3128,-0.0859042,0.013716,-0.0115337,0.094445,0.0541684,0.0293255,0.2557523200207685,1.0
HG01777,HG01777,3129,-0.0244176,0.00694426,0.0988583,-0.11504,-0.000977297,-0.043182,0.1470408420003992,0.0
HG00110,HG00110,3130,-0.0615003,-0.0103558,0.0819382,0.121776,-0.0347167,0.0152534,0.7277331371742741,0.0
HG01781,HG01781,3131,0.199429,-0.0480964,0.136584,-0.139517,0.116816,-0.020169,0.4808969469437735,0.0
HG00157,HG00157,3132,0.358732,0.282947,0.0741495,0.107644,0.106763,0.0431718,0.8002221420522809,0.0
HG00183,HG00183,3133,0.0390293,0.0493622,-0.283514,0.088995,-0.0557012,-0.271591,0.8877645302978778,0.0
HG01766,HG01766,3134,-0.0171831,-0.142198,-0.204733,-0.10007,0.039118,0.195759,0.2931446024110028,0.0
HG00371,HG00371,3135,0.279181,0.0181408,0.0292064,0.00501127,0.19155,0.284802,0.3057313328824438,0.0
NA20815,NA20815,3136,0.213486,-0.00425593,-0.16849,-0.000945029,-0.115203,0.087417,0.1815186106333827,0.0
NA20800,NA20800,3137,-0.0581381,0.0681006,-0.107146,0.0384945,0.0477333,-0.0850277,0.6400917747673253,0.0
HG00129,HG00129,3138,-0.0485976,-0.00237654,0.086968,-0.108024,0.00436165,-0.0286327,0.5283534780715553,1.0
HG00271,HG00271,3139,0.0110848,0.0276034,-0.0125053,0.177449,-0.210184,0.0173064,0.3392552038802997,0.0
HG00118,HG00118,3140,-0.0199218,0.0961853,0.0194594,-0.0229203,0.0108803,-0.188245,0.6406196601694405,0.0
NA20514,NA20514,3141,0.175195,0.0122437,-0.0332475,0.0776564,0.0712866,-0.0487785,0.9717816052739734,0.0
HG01700,HG01700,3142,-0.080625,-0.0932277,-0.303972,-0.0140706,0.256449,-0.0508315,0.1549333126343413,0.0
NA12004,NA12004,3143,-0.0578375,-0.0123527,0.108871,-0.0423192,-0.030312,-0.0295321,0.927409434923839,0.0
HG00157,HG00157,3144,0.358732,0.282947,0.0741495,0.107644,0.106763,0.0431718,0.1306135926408888,1.0
HG00128,HG00128,3145,0.0133757,0.1357,-0.0413486,-0.150738,-0.0462387,0.0636872,0.4257450004609213,0.0
NA12154,NA12154,3146,-0.0616887,-0.0467905,0.0665983,0.0234178,-0.00023094,0.00283652,0.252457747987629,1.0
HG01516,HG01516,3147,0.275368,-0.0250241,-0.0207564,-0.101836,-0.114255,0.123375,0.0573168326314165,1.0
HG00271,HG00271,3148,0.0110848,0.0276034,-0.0125053,0.177449,-0.210184,0.0173064,0.8285593272275106,0.0
HG00244,HG00244,3149,-0.0673212,0.0153288,0.104511,0.00960455,0.0934578,-0.142927,0.6327679712473122,0.0
HG01694,HG01694,3150,0.23687,-0.0583204,-0.0790984,0.0770998,-0.0200624,0.0370989,0.2381668406235402,0.0
HG00373,HG00373,3151,-0.0546293,-0.0768373,-0.114226,0.043957,0.180217,-0.166841,0.6648768135488919,0.0
HG00244,HG00244,3152,-0.0673212,0.0153288,0.104511,0.00960455,0.0934578,-0.142927,0.6027649205817278,0.0
HG00112,HG00112,3153,-0.0649857,-0.0721975,0.0930989,0.096849,0.102201,-0.0109156,0.572211055598916,0.0
HG00379,HG00379,3154,-0.0550815,0.00508993,0.0246167,0.0694473,-0.0409467,0.0480571,0.9503211779448146,0.0
HG00111,HG00111,3155,-0.0167236,-0.044247,0.0953901,-0.162347,0.123577,-0.145526,0.7383193110151784,0.0
HG00110,HG00110,3156,-0.0615003,-0.0103558,0.0819382,0.121776,-0.0347167,0.0152534,0.3420733772108868,0.0
NA20515,NA20515,3157,-0.0407623,-0.151595,0.122369,-0.101398,-0.0282697,-0.0777949,0.916522964330645,0.0
NA07357,NA07357,3158,0.240723,-0.016191,0.0865395,-0.0537512,-0.0165444,-0.189756,0.388552265938574,0.0
HG00361,HG00361,3159,-0.0115588,-0.0778735,0.00329085,0.00198179,-0.0771276,0.152914,0.4476030518677645,1.0
NA12761,NA12761,3160,-0.0721329,0.0635604,0.112819,-3.41985e-05,-0.00318633,-0.0396784,0.1746061858204709,2.0
HG00361,HG00361,3161,-0.0115588,-0.0778735,0.00329085,0.00198179,-0.0771276,0.152914,0.281062974671465,0.0
NA12004,NA12004,3162,-0.0578375,-0.0123527,0.108871,-0.0423192,-0.030312,-0.0295321,0.3345123321588815,0.0
HG00379,HG00379,3163,-0.0550815,0.00508993,0.0246167,0.0694473,-0.0409467,0.0480571,0.4783479686625544,1.0
HG00119,HG00119,3164,0.0221989,-0.0245169,0.032194,-0.000922455,-0.0802616,0.0225189,0.9375908761068924,1.0
HG00306,HG00306,3165,0.0471372,-0.213574,-0.0108543,0.123529,-0.171049,-0.00950166,0.2004436142601241,1.0
HG00334,HG00334,3166,0.0930798,0.0117403,0.0728376,-0.12399,-0.000393564,0.036411,0.5222494584445074,1.0
NA11892,NA11892,3167,-0.02721,0.00699779,0.0682383,0.0874065,-0.0778205,-0.0551543,0.5466500527043971,0.0
NA20512,NA20512,3168,0.0235139,-0.0491065,-0.00230655,0.197163,-0.102848,0.0037875,0.7743324108099101,1.0
NA20512,NA20512,3169,0.0235139,-0.0491065,-0.00230655,0.197163,-0.102848,0.0037875,0.8092648986256293,0.0
NA12144,NA12144,3170,-0.0628382,0.0463128,-0.0579183,-0.00188508,-0.0479053,0.145789,0.3274055652036439,0.0
NA20525,NA20525,3171,-0.0604244,-0.146875,0.0497016,0.169142,0.0318099,0.0778058,0.6589359150036546,1.0
HG01697,HG01697,3172,0.0477548,-0.19984,0.0157704,0.108891,-0.170609,-0.0180724,0.4196235801353909,0.0
NA20815,NA20815,3173,0.213486,-0.00425593,-0.16849,-0.000945029,-0.115203,0.087417,0.2229357283638221,1.0
HG00366,HG00366,3174,-0.0667231,-0.0450772,-0.0374235,0.152762,0.112587,-0.0854718,0.1526792356000071,1.0
HG00365,HG00365,3175,-0.0738082,0.0718821,0.0154645,0.115498,-0.0636203,0.152563,0.9954568545494308,0.0
NA12154,NA12154,3176,-0.0616887,-0.0467905,0.0665983,0.0234178,-0.00023094,0.00283652,0.0464847867444524,0.0
